,recType,t_secs,t_nsecs,fe,ps,beta
64,FE_MAX,1674713902,601180157,153.80384442897565,64.72054530179712,18.02847312699274
65,FE_MIN,1674713905,321179393,-0.9261632135489511,-7.0195869348415085,-4.82109868957788
66,PS_MAX,1674713908,41161652,101.1349870727413,-75.48947663565694,32.08339207585893
67,PS_MIN,1674713910,701138142,110.42251308719075,72.67794850487924,32.57490035550465
68,FE_MAX,1674713913,241132758,153.56183726793222,51.33568818914575,17.064063404455034
69,FE_MIN,1674713915,721189993,-1.1150004452539726,-6.310638757444014,-3.0305007912661517
70,PS_MAX,1674713918,481136161,90.87815176208883,-82.27674218699677,31.4974557594036
71,PS_MIN,1674713920,821287955,110.73611711533262,70.38310071324943,32.96403303883788
72,FE_MAX,1674713965,361142788,146.03026055252656,52.795456953589735,20.175466056970897
73,FE_MIN,1674713972,41150302,-0.1455331756733025,-3.277565569945037,-0.44014765403304135
74,PS_MAX,1674713974,761147235,95.52644630755859,-84.19426809919221,29.92165616844519
75,PS_MIN,1674713977,201176555,99.24489853461775,63.54559308203638,33.82546574828546
76,FE_MAX,1674713980,541398338,149.619586034445,46.92690130564479,18.32301438015117
77,FE_MIN,1674713983,201144020,-0.7610196304794864,-4.071811708840009,-3.068828218657026
78,PS_MAX,1674713986,21196045,90.97438093237203,-81.580170232966,30.868456319058392
79,PS_MIN,1674713988,741266109,108.3104136607267,66.25323131585365,32.530983579351215
80,FE_MAX,1674714023,841148951,148.71751162629405,58.57574168166939,18.37809778261813
81,FE_MIN,1674714026,341166912,-1.4769906753456299,-1.8715159498489184,-3.8351469339131015
82,PS_MAX,1674714029,61255908,94.85221932274253,-80.35585836992074,30.92540567290429
83,PS_MIN,1674714031,521317855,107.70915274413942,69.88875493290801,32.655249215481945
84,FE_MAX,1674714034,201179406,150.32946462163966,52.26350495828759,16.956063882447545
85,FE_MIN,1674714036,741146053,-2.111252920433301,-5.436414632292549,-5.650891021333537
86,PS_MAX,1674714039,701204228,93.42105445336827,-82.65142407923142,34.057165724983754
87,PS_MIN,1674714042,361162299,109.56651758610217,70.77779008505667,33.03857071821178
